,Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
21807,21807,US,"Smooth and harmonious are good descriptors for this medium-bodied, warmly fruity and well-balanced wine. It smells like plums and cherry compote, tastes substantive with more cherries and plums, and feels rich but well supported by fine tannins and subtle acidity.",Sharon's Vineyard,89,39.0,California,Fair Play,Sierra Foothills,Jim Gordon,@gordone_cellars,Baiocchi Wines 2012 Sharon's Vineyard Grenache (Fair Play),Grenache,Baiocchi Wines
9739,9739,US,"Pinot Noir is something winemaker Anthony Nappa makes only in rare vintages. This intensely earthy expression offers slightly muted tones of red currant and cranberry accented by dusty minerals, cedar and dried oregano. It's a sharp slightly peppery wine with firm persistent tannins on the finish.",Nemesis,89,35.0,New York,North Fork of Long Island,Long Island,Anna Lee C. Iijima,,Anthony Nappa 2014 Nemesis Pinot Noir (North Fork of Long Island),Pinot Noir,Anthony Nappa
111649,111649,Italy,"Aromas of espresso, black-skinned fruit and a whiff of toasted oak take center stage on this. The firm palate delivers black plum, clove and mocha while assertive tannins leave a somewhat drying finish. Drink through 2019.",P. Honorii Bertinoro Riserva,87,25.0,Central Italy,Romagna,,Kerin O’Keefe,@kerinokeefe,Tenuta La Viola 2013 P. Honorii Bertinoro Riserva Sangiovese (Romagna),Sangiovese,Tenuta La Viola
128795,128795,France,"Light, fruity and with attractive red fruits, this is a crisp wine. It has cool tannins and bold acidity. With a juicy aftertaste, the wine is ready to drink.",Les Terres Basses,85,,Southwest France,Côtes de Gascogne,,Roger Voss,@vossroger,Domaine de Laballe 2015 Les Terres Basses Red (Côtes de Gascogne),Red Blend,Domaine de Laballe
87601,87601,Spain,"Minty and on the nose, this has notes of licorice, black fruit and a funky kick. It feels big, tannic, powerful and warm, with wild berry and boysenberry notes, plus a ton of dark spice, chocolate and mild heat. Toasty and extremely dark on the finish.",6 Meses,90,17.0,Northern Spain,Toro,,Michael Schachner,@wineschach,Pictor 2010 6 Meses  (Toro),Tinta de Toro,Pictor
22787,22787,US,"If your tastes run to fruit-driven, all-stainless, crisp and steely Chardonnays, this is a great choice. Bright pineapple and citrus fruit flavors abound, and the acids, though substantial, are juicy and natural. The balance, freshness and overall value put this among best of class.",Her Silhouette,90,22.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Amalie Robert 2011 Her Silhouette Chardonnay (Willamette Valley),Chardonnay,Amalie Robert
17499,17499,US,"Herb, red-berry, vanilla and cherry aromas are followed by reserved black-cherry flavors. It shows a lot of restraint.",Tribute,89,35.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Browne Family Vineyards 2013 Tribute Red (Columbia Valley (WA)),Red Blend,Browne Family Vineyards
79187,79187,US,"This bold, full-bodied white is a nifty showcase of Pinot Gris's unique duality. On the nose, it seems quite spry and cutting, wafting of crushed minerals, crisp green-apple skins and blossoms. The palate, however, is weighty and mouth filling, a testament to 30 days of maturation on its lees. It maintains its fresh, fruity flair and pleasantly sunny citrus acidity.",,88,16.0,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Damiani 2015 Pinot Grigio (Finger Lakes),Pinot Grigio,Damiani
108764,108764,Portugal,"This is an attractively fruity wine with its ripe apple and crisp pear flavors. Lined with acidity and refreshing, it is a clean, lightly herbaceous wine. Drink now.",,85,12.0,Tejo,,,Roger Voss,@vossroger,Fiuza 2015 Arinto (Tejo),Arinto,Fiuza
49424,49424,US,"Rose petal aromas and sweet lychee, honey and marascino cherry flavors make this a colorful, exuberant wine. The texture feels thick and luxurious, the acidity is soft, and a mouth-coating viscosity helps the outrageous floral quality linger on the finish.",Sandy Bend Vineyard,88,24.0,California,Lake County,,Jim Gordon,@gordone_cellars,Longevity 2015 Sandy Bend Vineyard Muscat Canelli (Lake County),Muscat Canelli,Longevity
91562,91562,France,"There is an attractive 15% Cabernet Franc in this wine. That gives a strongly perfumed character and brings out firm tannins from both the fruit and the wood aging. The wine's blackberry fruits are ripe and juicy with a smooth, rounded aftertaste. Drink from 2019.",,88,29.0,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château Alta Gaïa 2012  Bordeaux Supérieur,Bordeaux-style Red Blend,Château Alta Gaïa
37784,37784,Chile,"Warm, rubbery berry aromas mixed with smoked meat and herbal accents make for a solid nose, and while the palate has clampy acidity and herbal notes, there's ample body, roundness and berry fruit to bring it home. Both leafy and candied on the finish.",Alpha,87,24.0,Colchagua Valley,,,Michael Schachner,@wineschach,Montes 2007 Alpha Merlot (Colchagua Valley),Merlot,Montes
74110,74110,Israel,"This deep rosé—made from 70% Barbera and 30% Merlot—exhibits intense aromas of red plum and strawberry, along with a hint of pomegranate. Light weight but fruit forward, this has assertive flavors of red cherry and berry that show good length on the finish.",,86,15.0,Galilee,,,Lauren Buzzeo,@laurbuzz,Recanati 2010 Rosé (Galilee),Rosé,Recanati
66911,66911,US,"The tannins are very hard on this bone-dry Cabernet Sauvignon, which was blended with 5% Cabernet Franc. It's tough to appreciate now, despite a wealthy core of blackberries, cherries and currants. Is it an ager? The best guess is no, it won't age, so drink now and over the next few years.",Andolsen Vineyard,88,40.0,California,Dry Creek Valley,Sonoma,,,Sbragia 2011 Andolsen Vineyard Cabernet Sauvignon (Dry Creek Valley),Cabernet Sauvignon,Sbragia
26386,26386,Italy,"Francesco Bolla's Poggio Verrano is an interesting estate worth keeping an eye on. The wines show consistent quality and the red blend Chance is the latest in a varied portfolio of products that show the best of southern Tuscany. The wine opens with ripe fruit aromas, cured meat and leather.",Chance,93,39.0,Tuscany,Maremma,,,,Poggio Verrano 2005 Chance  (Maremma),Red Blend,Poggio Verrano
106643,106643,Chile,"This opens with an oily note that's soon replaced by generic white peach and apple scents. It feels plump, with chunky flavors of citrus, kiwi and lime, and it's mild yet fairly long on the tail end.",,87,13.0,Elqui Valley,,,Michael Schachner,@wineschach,Piggy Bank 2011 Sauvignon Blanc (Elqui Valley),Sauvignon Blanc,Piggy Bank
35489,35489,Germany,"Hints of smoke, crushed mineral and pollen lend an earthen dimension to pristine white grapefruit and tangerine in this elegant off-dry Riesling. Juicy citrus flavors are satisfying and thirst quenching, accentuated by zesty acidity and a pleasant touch of astringency on the finish. Drink now through 2021.",Charta Kabinett,90,35.0,Rheingau,,,Anna Lee C. Iijima,,Baron Knyphausen 2013 Charta Kabinett Riesling (Rheingau),Riesling,Baron Knyphausen
112027,112027,US,"Made from this smallish appellation in inland Monterey, and you can taste the cool climate in the less than ripe flavors. They suggest asparagus and mint.",Rosé of,82,22.0,California,Carmel Valley,Central Coast,,,Holman Ranch 2010 Rosé of Pinot Noir (Carmel Valley),Pinot Noir,Holman Ranch
110132,110132,Italy,"The wine opens with a pretty ruby appearance and follows through with aromas of blue flower, lavender, red apple skin, cola, root beer and vanilla. In fact, it shares few characteristics with your standard Merlot.",,89,,Tuscany,Toscana,,,,Villa Mangiacane 2004 Merlot (Toscana),Merlot,Villa Mangiacane
108682,108682,US,"Aromas of tobacco, dried herbs and strawberry are followed by focused, creamy-feeling raspberry and cranberry flavors. It shows a real sense of purity but the mouthfeel is where it truly shines.",Wonderland,92,,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,@wawinereport,Sparkman 2013 Wonderland Grenache (Yakima Valley),Grenache,Sparkman
112296,112296,Chile,"A stalky, almost weedy nose offers burnt aromas of red fruits and oak. This feels tannic and crisp, while flavors of roasted berry fruits are earthy. The finish feels right but tastes herbal and saucy. This is 60% Cabernet Sauvignon, 40% Malbec and 10% Cab Franc.",Block Selection Reserve Claret,85,12.0,Colchagua Valley,,,Michael Schachner,@wineschach,La Playa 2012 Block Selection Reserve Claret Red (Colchagua Valley),Red Blend,La Playa
25546,25546,Italy,"Classic scents of dark-skinned berry, chopped herb, dark spice and new leather take the lead in this wine. On the firm elegant palate, youthfully assertive, noble tannins support dried Marasca cherry, licorice and clove flavors while bright acidity lends balance.",Bricco Faset,92,38.0,Piedmont,Barbaresco,,Kerin O’Keefe,@kerinokeefe,La Spinona 2013 Bricco Faset  (Barbaresco),Nebbiolo,La Spinona
40485,40485,US,"Made in smaller amounts than its sister label, Starmont, this wine has more complexity and layering of flavors and textures. It opens juicy and exuberant, almost brawny, in black cherry and berry. Oak, currant and clove provide a spicy flair midway through and on the finish.",,91,38.0,California,Carneros,Napa-Sonoma,Virginie Boone,@vboone,Merryvale 2013 Pinot Noir (Carneros),Pinot Noir,Merryvale
48578,48578,Spain,"Gritty, stalky aromas override the wine's plum and berry scents. This feels acidic and rough, with abrasive tannins. Thus the flavors are tight, juicy and narrow, with an emphasis on red fruits. Minerality and acidity drive the finish.",,85,42.0,Catalonia,Priorat,,Michael Schachner,@wineschach,Genium Celler 2007 Red (Priorat),Red Blend,Genium Celler
9517,9517,Spain,"A lightly perfumed nose of white flowers, fresh herbs and dry stone fruits sets up a round, elegant palate with no coarseness. Briny, slightly salty citrus flavors are focused and steely, while a steady, mildly salty finish is in great shape and confirms this bubbly's high level of quality and purity. Drink through 2019.",Textures'de Pedra Blanc de Negres,92,60.0,Spain Other,Spain,,Michael Schachner,@wineschach,Raventós I Blanc 2011 Textures'de Pedra Blanc de Negres Sparkling (Spain),Sparkling Blend,Raventós I Blanc
99096,99096,US,"This is 100% Zinfandel, unlike the regular bottling, from specially selected barrels. 300 cases made. There's concentrated raspberry fruit in the nose, good intensity on the palate, with a good, rich mouthfeel and full, soft tannins in the finish.",Winemaker's Reserve,89,25.0,California,Dry Creek Valley,Sonoma,Paul Gregutt,@paulgwine ,Château Souverain 1998 Winemaker's Reserve Zinfandel (Dry Creek Valley),Zinfandel,Château Souverain
63651,63651,Portugal,"The cork label of this rich, smooth wine is a reminder that Alentejo's vines are interspersed with the trees that provide much of the world's cork. The wine has a rich southern character, soft tannins and plenty of blackberry fruits. It is ready to drink.",São Miguel do Sul,88,12.0,Alentejano,,,Roger Voss,@vossroger,Casa Agricola Alexandre Relvas 2016 São Miguel do Sul Red (Alentejano),Portuguese Red,Casa Agricola Alexandre Relvas
3199,3199,Austria,"The dark red fruit is enveloped in the rounded, rich and chocolaty scent of oak. The palate shows a lighter side with delicate fruit of a red-cherry nature. Freshness sumptuous oak and red-cherry notes marry well. This is lovely now, but just a few more months in bottle will allow it to knit together more. Drink now through 2020.",Ausstich,90,25.0,Thermenregion,,,Anne Krebiehl MW,@AnneInVino,Stift Klosterneuburg 2014 Ausstich St. Laurent (Thermenregion),St. Laurent,Stift Klosterneuburg
29391,29391,US,"Farmhouse just-churned butter is most prominent on the nose, opening up a world that then flowers into layers of ripe, rich apple and pear. Balanced and textured, the wine reflects its near-ideal vintage, marked by a pronouncement of structure and power. Finishing with a zing, it will stand up to time in the cellar, through 2020.",,93,70.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Reuling Vineyard 2013 Chardonnay (Sonoma Coast),Chardonnay,Reuling Vineyard
72629,72629,US,"A power-packed heavyweight from Sonoma, this delivers a piercing black-fruit aroma and flavor profile. Cassis and plum flavors are tight and tasty, and the long, juicy finish indicates that it could evolve nicely. Anyone planning on drinking it soon should expect a punch. Elegance is not its strong suit right now.",Christopher's Vineyard,90,70.0,California,Sonoma County,Sonoma,,,Stonestreet 1997 Christopher's Vineyard Cabernet Sauvignon (Sonoma County),Cabernet Sauvignon,Stonestreet
72900,72900,France,"With the weight expected from a 100% Pinot Noir wine, this is rich while also textured with tight minerality and tense acidity. It is dry, concentrated with the weight of two Grand Cru vineyards behind it. The wine is just ready to drink, although it will show well with a few more months in bottle.",Blanc de Noirs Grand Cru Brut,91,68.0,Champagne,Champagne,,Roger Voss,@vossroger,Henriet-Bazin NV Blanc de Noirs Grand Cru Brut Pinot Noir (Champagne),Pinot Noir,Henriet-Bazin
126778,126778,New Zealand,"Struck flint, fig and melon aromas lead the way, followed by similar flavors, plus a strong backbone of mixed citrus. It's pleasantly light in weight, with a long, crisp, citrusy finish.",,90,18.0,Marlborough,,,Joe Czerwinski,@JoeCz,Lake Chalice 2014 Sauvignon Blanc (Marlborough),Sauvignon Blanc,Lake Chalice
94830,94830,US,"You get a lot of bang for your buck with this dry, complex young Syrah. Although the tannic structure is rich and sturdy, it shows a wealth of blackberry, black currant, grilled meat and pepper flavors. Drink now through 2010.",Tepusquet Vineyard,89,19.0,California,Santa Maria Valley,Central Coast,,,Cambria 2005 Tepusquet Vineyard Syrah (Santa Maria Valley),Syrah,Cambria
86813,86813,Italy,"This wine is not as bulky or dense as others from Bolgheri and boasts a more austere, yet elegant nose. But there's character and depth here thanks to its chewy tannins and long cherry finish.",Impronte,91,50.0,Tuscany,Bolgheri,,,,Giorgio Meletti Cavallari 2004 Impronte  (Bolgheri),Red Blend,Giorgio Meletti Cavallari
5463,5463,France,"A rounded wine, herbs, spice and yellow fruits bringing out a full and ripe feel. There is an attractive level of acidity that gives the wine a lively feel while not losing sight of a warm, Mediterranean feel.",,86,,Provence,Côtes de Provence,,Roger Voss,@vossroger,Les Vignobles Gueissard 2012 White (Côtes de Provence),Rhône-style White Blend,Les Vignobles Gueissard
